id,number,external_id,title,plot,poster,season_id,inserted_at,updated_at
109,21,23942,"Mirror, Mirror, On the Wall (1)","",ijYGJvuTD3wrIXFcZMMrrqCJkkJ.jpg,5,2020-12-13 11:40:01,2021-04-21 18:21:48
110,22,23943,"Mirror, Mirror, On the Wall (2)","",cY5hUfA3oaNDRJVRUFTOaLjIFEO.jpg,5,2020-12-13 11:40:01,2021-04-21 18:21:48
111,1,23920,Appointment in Athens,"Jessica's old friend, Michael Hagarty, persuades her to play a part in his scheme to free a fellow agent from captivity.",oXwaIldyevhKEwMvzZNBXUfkdWC.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
112,2,23921,Seal of the Confessional,A parishioner's confession to a priest is confidential and nothing will make him break his oath.,77djcPjoBbKorrzJYvaH2SPyte2.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
113,3,23922,The Grand Old Lady,"When a famous mystery writer dies, Jessica recalls a 1947 case that the writer was personally involved in.",d5MhbTzurX5lNz3RZusjAylsw7D.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
114,4,23923,The Error of Her Ways,"When the wife of a developer is accused of killing her husband and commits suicide, it leaves the whereabouts of his embezzled millions a mystery.",kfLGkXWlWpkEvfhVaWTmfkg666R.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
115,5,23924,Jack & Bill,"A former athlete cares for a friend's dog and, after his friend is murdered, finds the dog is a target.",gUnEJSBYNLrbJiqEotJ7jLkumOS.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
116,6,23925,Dead Letter,An unsent letter turns up in an old bureau bought at a rummage sale the same day arson occurs in a furniture store. Are these events connected?,v7yHrRsqACfN0XOvQVXAjbXicbL.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
117,7,23926,Night of the Tarantula,"A voodoo curse of death caused by the marriage of a plantation heir to the wrong person, sets off a string of events in Jamaica.",zTQfKWj9AniFqHsGCXzPHFXE61k.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
118,8,23927,When the Fat Lady Sings,The backstage activities are more exciting than the opera as a famous tenor suffers a heart attack after a shooting.,1XTZHw7WoCATuK1eKrnl6fKUuBL.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
119,9,23928,Test of Wills,A wealthy lumberman invites Jessica to his island retreat to discover which of his relatives is trying to kill him.,3LZQEU3CSDMlgGwAgFNY6IOps3N.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
120,10,23929,Class Act,A homicide detective is farmed out to teach a class. His opening speech reduces his class to two. Together they work on a special 'closed' case as their term project.,w5ZZEQxN63dKIqtCH9HTeyZwvU3.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
121,11,23930,Town Father,"The town gets a shock when bachelor Mayor Sam is confronted on the speaker's platform by a young woman claiming he is the father of her five children. Julie Adams, Gloria De Haven, Kathryn Grayson and Ruth Roman return as gossips Eve, Phyllis, Idal and Loretta.",ngcfqxd8wO7LXe7TQJIBqYW4jPl.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
123,13,23932,If the Shoe Fits,A single mother is accused of killing the landlord that is always harassing her.,awcdAuzjhs2RNtWQ3KMRrYOwB9Z.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
124,14,23933,How To Make a Killing Without Really Trying,"Jessica is trying to learn to invest, but this wasn't the best day for it.",3MXShdHRUFgsnjFOnngU7EZdOFw.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
125,15,23934,The Fixer-upper,"Jessica's niece, who is a real estate broker, arrives at the mansion and finds a body instead of a buyer.",cE7jKWXwyE7a9EBQ7lkhgQbBw7e.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
126,16,23935,The Big Show of 1965,"Twenty five years after a show in which a stabbing occurred, the cast is reunited and a mystery woman reappears, seeming to accuse Barry.",guvqicwtu59Lv4of3PZcenuGoE8.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
127,17,23936,Murder: According to Maggie,The producer of a police drama investigates the murder of a programmer who differed with her.,t6oJlei2KVOi2iNA6QmkAk44HtV.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
128,18,23937,O'Malley's Luck,An Irish detective does not believe the death of a real estate mogul was suicide.,3cmYbO9jbnVCgGaAUKEwYw37ikV.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
129,19,23938,Always a Thief,"Insurance investigator Dennis Stanton, who uses his skills as an ex-thief to solve crimes, returns to investigate a theft and two murders.",zzqKGz2kpvjXufqZKEgjKmW1J25.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
131,21,23940,The Szechuan Dragon,Grady and his pregnant wife are tending Jessica's house in her absence when an old seaman is killed in her front room.,4Gn4eBmajzFEWCQVSfVa1H1i5XQ.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
132,22,23941,The Sicilian Encounter,Michael Hagarty is involved in a case in Sicily which has many twists and turns including the Mafia.,rsBJs6hksv3qS5vesQVB4BwULF7.jpg,6,2020-12-13 11:40:01,2021-04-21 18:21:48
134,2,23794,Deadly Misunderstanding,A young reporter is persuaded to help a typist alter the evidence and move her husband's body.,jpd4WFCukPqnIVPi26vByYkjNqv.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
135,3,23880,"See You in Court, Baby",Jessica introduces this story of a lawyer with many enemies who is the victim and Dennis who must investigate.,9Pq4vaNbvYghit3OiVRhykwesRp.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
136,4,23881,Hannigan's Wake,A journalist died before finishing his book trying to show a man was unjustly convicted of murder 16 years ago. Jessica is asked to use his notes to finish his book.,8Km1tgncg9baj1oJri4RFteSMcu.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
137,5,23882,The Family Jewels,"A wealthy woman's passion for jewellery, not always hers, and her involvement with the chauffeur might be connected",l5clreShEqVXAXnDQz4raB7MbtF.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
138,6,23883,A Body to Die For,"Eve is appalled to find the body of a friend of the local gym owner in her bedroom, but at a loss to explain it.",6jryjnxl88YN8WN92XVvWuNRD7O.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
139,7,23878,The Return of Preston Giles,This time it is the company controller that seems to have been the victim of the previously convicted publisher.,rf977Yv7Fa9PQpU6Gk8BAjNQEfP.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
140,8,23884,The Great Twain Robbery,Proving a burnt Mark Twain manuscript is a fake is the reason for a book expert's murder.,9ACDriygVe4r6rd7DCdWgx8fjm6.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
141,9,23885,Ballad for a Blue Lady,Jimmy Dean plays a country-music star who's the victim in this story.,lqqmrkdPDfuVFahfp7k9jq5AtQc.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
142,10,23886,Murder in F Sharp,Jessica plays a tape sent to her by Dennis. Bad luck follows a famous concert pianist as he burns his hands and then loses his wife.,czwQXuftlVDEwABN7YKVsOFtgJA.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
143,11,23887,Family Doctor,"In Boston, Jessica and Seth are captured by the angry son of one of Seth's patients who didn't survive.",9CoJWfX9tiUVNQR9tJ6EQESmwJe.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
144,12,23888,Suspicion of Murder,Dennis is suspected in the murder of the husband of an old flame with whom he has been spending some time.,cJMrRwNFDTmeZhQgXOlcDOrXknp.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
145,13,23889,Moving Violation,An influential father cuts no ice with Sheriff Metzger.,moIW67J7K7dbkfswzQfQGpxZPKK.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
146,14,23890,Who Killed J.B. Fletcher?,A snoopy fan in Texas impersonates Jessica when she starts investigating a potential dog show scandal and Jessica is reported dead.,xnrEjaF3tnAMVeFn0tvnMv2Ysk6.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
147,15,23891,The Taxman Cometh,"The owner of Edna's Pies near St. Louis, is accused of skimping on her IRS payments. She in turn blames her ex-husband who, consequently, is found murdered.",oKa65qHUE5kxhGZk4QA3eOL4a6p.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
148,16,23892,From the Horse's Mouth,An argument over stud fees ends in murder.,v8BVQ0IlPsEkPW16CpwMSUNTcIb.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
149,17,23893,The Prodigal Father,"A bank robber, long thought dead, returns to see his daughter and face the wrath of the townspeople.",pqezW5bQ1TYyILEbkwoGqcV2Kox.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
150,18,23894,"Where Have You Gone, Billy Boy?",A locked room mystery with the missing ventriloquist's dummy found with the Club owner's corpse.,cuExQEBuLnNyZJH1GPDWP2xlyQy.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
151,19,23895,Thursday's Child,A woman turns up claiming that Jessica's late husband was the father of her child and he is in deep trouble involving fraud in his construction company and murder.,4F4Q0NcIdeU0jAN4QbzsudgP42E.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
152,20,23896,"Murder, Plain & Simple","When Jessica visits the Amish to buy a quilt, she finds they are not immune to murder.",1N1KJpjrZtHn4MCTo3qp0IBsyFp.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
153,21,23795,Tainted Lady,"The owner of a diner is accused of using too much 'spice' in the food, when someone finds arsenic.",gE6GHuc4OKbK0tiIfHdxEAyoSpk.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
154,22,23897,The Skinny According to Nick Cullhane,The brewery family is angry when they find out the writer acting as spokesperson for them has written an expose.,d9dJgZ89gtjlPSnbc9pcwrLQ9y6.jpg,7,2020-12-13 11:40:01,2021-04-21 18:21:48
156,2,23899,Night Fears,"Former policeman Wallace Evans, now a professor, challenges Jessica to a race to solve a series of muggings on campus, and the muggings soon escalate to murder.",qlU0D8XJm3q3y2QixynFpdefIjA.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
158,4,23901,Thicker Than Water,"When his younger brother Wayne, the family's black sheep, becomes chief suspect in the murder of his employer, Sherrif Metzger relies on Jessica to help him keep his perspective about the case.",wZVPO5u7NOx5LWAP9cg6sFSfRyl.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
159,5,23902,Lines of Excellence,"Teaching a computer class seems tame, but not when Jessica is one of the students.",vN120IYHe2CfCtDNg0tmb7YyW8D.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
160,6,23903,Judge Not,The death of a rhythm and blues legend and subsequent murder of his bass player reopen the 20-year-old unsolved murder of the musician's wife.,ivr2s8uHtP7bagO5ZN5zCihVvMw.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
161,7,23904,Terminal Connection,"Evidence points to the battered wife of a powerful businessman as his killer, but Jessica establishes that there is a ling list of suspects who wished him dead.",vaqM6JaudGcKRf8x9pK82XyELlK.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
162,8,23905,A Killing in Vegas,Jessica stakes her life on slim odds when she investigates a murder.,c8bRJhnDND3KyvvFO8BkiIOM0wt.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
163,9,23906,The Committee,The governing committee of an exclusive men's club commissions Jessica to identify a rogue member's killer--who likely serves on the committee.,9rdxVwyXhacBScfnuA6cbg4TfUt.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
164,10,23907,The List of Yuri Lermentov,Chance possession of a secret intelligence document lands Jessica in the center of an international web of intrigue and murder.,gUbjEbbHrf6hwU29tEgbbj62Wwl.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
165,11,23908,Danse Diabolique,"When a beautiful ballerina dies during her preniere performance in a new ballet, Jessica is convinced it is murder.",u0gMD8cbDg0XdodrpO7Kk2L8o5M.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
166,12,23909,The Witch's Curse,The thespians of Cabot Cove put on a play about a 17th century woman who cursed the town before she was executed as a witch.,1ApNW3kzwpZSApTek6dbOoSWdW0.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
167,13,23910,Incident in Lot 7,"The Bates House of the movie, Psycho, is to be the setting of Jessica's book in the film made at Universal Studios.",2a1pODJRwLC5kAqEZ02t8EaDufz.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
168,14,23911,The Monte Carlo Murders,Jessica is brought into the case of a murdered financier and the theft of his wife's diamonds in Monaco.,84sn4xNmIxW6agADTBShDVks3zd.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
208,10,23994,Murder in White,A producer staging an adaptation of one of Jessica's novels finds no joy in London.,3fVaLohACdvvXCbenKlHHef94Kt.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
169,15,23912,"Tinker, Tailor, Liar, Thief","No one wants to believe that Jessica found a body in her hotel suite in London and they don't want her to believe it, either.",aI6hYlQTJ6DBYc6qDUvIxqL8Lp4.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
170,16,23913,Ever After,"A real life soap opera involves a soap star, her co-star, and the victim--her millionaire husband.",lzOBNeCRPdgfWJdG1Kez2o4FfCq.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
171,17,23914,To the Last Will I Grapple With Thee,All of Jessica's intuitive and deductive skills are called into play when she sets out to clear a university colleague of a murder charge.,tBT8ql3Z4kMLBovO1kGfHlh87gr.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
172,18,23915,Programmed for Murder,There is something strange about a software expert's sudden death from bleeding ulcers that just doesn't compute.,z4Ef04arBwEsD0iHEXU8t2VVlxJ.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
173,19,23916,Day of the Dead,"The theft of a priceless artifact from Mexico City museum leads Jessica into a labyrinth of clues, where murder is the fact behind the Mask of Montezuma.",y6Kz4V2haBIukfEgmrbTwAguIe6.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
174,20,23917,Angel of Death,"While Jessica is in Carmel, California, consoling a well-known playwright haunted by his wife's suicide, another family member is murdered.",ghqbhZAD9DAsCU0PP54GeA0qedS.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
175,21,23918,Badge of Honor,Jessica intervenes when a long-lost Army buddy of her friend Seth is accused of murder.,pCPYn9KI0D9Dh8oDOpW4M5hJLCA.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
176,22,23919,Murder On Madison Avenue,Jessica plays a real-life version of her own murder mystery board-game when the toy company she's working with becomes the scene of the crime.,kr4vAdE4hcnSqVWaKYyABMg5Ajn.jpg,8,2020-12-13 11:40:02,2021-04-21 18:21:48
177,1,24030,Murder in Milan,"During the Milan Film Festival, famous fim producer Catherine Wayne is murdered.",8eVFvQK6VWwuPPldgOcbqlPJiJM.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
178,2,24031,Family Secrets,"Jessica's former student, a reporter, returns to Cabot Cove with new evidence on a 30-year-old scandal involving two of the founding families.",AecXgsFm4QFLsJT7dWx32GCPvzm.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
179,3,24032,The Mole,"Jessica is mistaken for someone else and kidnapped at the airport. When the woman she is mistaken for is killed, Jessica finds the murderer.",pM9o1s3r58ZFuOxKZtOuCX4GKrf.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
180,4,24033,The Wind Around the Tower,"While they are visitors at an estate in Ireland, Jessica and friend Seas are convinced that their host's demise is not from natural causes.",9Guy6TK9DaP4t7spSYThlQnaE78.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
181,5,24034,The Dead File,"Jessica is appalled when, upon returning to New York City, she finds herself caricatured as a fox in a politically satirical comic strip with libelous dialogue.",yN7hYNVVfIum23W2GZzAQYkrDqu.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
182,6,24035,Night of the Coyote,The legend of a stage coach robber's hidden treasure leads to the murder of an old mining town entrepreneur.,hhk7MxkmboU49xABUSwTJ3mGRVc.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
183,7,24036,"Sugar & Spice, Malice & Vice",Agent Michael Hagarty is arrested for the murder of his estranged daughter's crooked fiancee.,jiAUhXJww3H4xojyOopNbXlOVu5.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
185,9,24038,A Christmas Secret,The return of a Gulf War veteran and his reunion with his fianc̩e is marred by his big secret.,AfPhu3DH4baxiCyTZqAGhLkc6Yp.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
186,10,24039,The Sound of Murder,The last sound the producer hears is not from a record.,j2hGtzBT7ZPAniTsnaxIjiRYnIk.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
187,11,24040,Final Curtain,The personal manager of a 'resting' actor dies just as his client returns to the stage.,b2e0PhOOwW8Tj34l1O25LLhdadS.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
188,12,24041,Double Jeopardy,The confessional is the site of the last rites as an estranged father seeks absolution from his priest son.,3MYPugVsdc2sfoiImDj9WjoFKGm.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
189,13,24042,Dead Eye,Are the disappearance of a private eye in 1963 and the Kennedy assassination of the same year connected?,oceGdyTu2PVtVnr3D4tUIqB6cWU.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
190,14,24043,Killer Radio,The prospective owner of a radio station in the prairies is killed before the sale goes through.,1vL9Qt6X6UlObcVYFA21TF3Le5n.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
194,18,24047,Dead to Rights,"Jessica knows her former researcher is a congenital liar, so why should she believe her now?",4GlS9HTAgnzTBqxunlz3bgB4AY1.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
195,19,24048,Lone Witness,A delivery boy says he was only a witness when he is found kneeling beside the victim.,6x8gKKqbvTpGNMD645Va6QfDRYX.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
196,20,24049,Ship of Thieves,A pleasant cruise is marred by the discovery that there are thieves on board and possibly a murderer.,f2L84MaScAzFi1oIalgikQlHc8B.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
197,21,24050,The Survivor,"Jessica's computer tech becomes an inadvertent target when she dates an undercover cop, whom she has just met.",zPX7ULdP1eKqAVZaQRxkMaUj3ZF.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
198,22,24051,Love's Deadly Desire,The death of a novelist's assistant seemed to be a case of mistaken identity.,sxTQ5lZBntVZo6XIkYwYV4u1DIa.jpg,9,2020-12-13 11:40:02,2021-04-21 18:21:48
199,1,23986,A Death in Hong Kong,A trader working on a merger dies at a Chinese banquet in Hong Kong.,7kNfhYgj1VHKttguxaNsNV4BRdd.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
200,2,23987,For Whom the Ball Tolls,One of the partners trying to raze a Brownstone where Hemmingway once wrote is erased--permanently.,dVuRn7bRiYHaVN0HLsYW1x6Z0Ww.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
201,3,23985,The Legacy of Borbey House,A new Victorian house owner is killed in the manner befitting a vampire -- a wooden stake in his chest.,zMp2VJS8qGWtPHETDEXL1YVmr5H.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
202,4,23988,The Phantom Killer,A media tycoon may have been killed by a literary agent who seems as substantial as smoke.,hJgH5bBqZcQMzplTYn62DWg3o1t.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
203,5,23989,A Virtual Murder,"Jessica is fascinated by a demo of a VR game based on her book, but, while playing it, she thinks she sees a real murder.",1q2QH2rqjHnelIihQ55ap8GijFV.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
204,6,23990,Bloodlines,A racehorse trainer is murdered as he is on his way to expose a racing fraud and there is some friction concerning his daughter's permission to ride in the race.,meeidkexsKOQCkcSWnTwFQHMhNq.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
205,7,23991,A Killing in Cork,"An American nephew, out to get the family business, gets a different kind and the Irish widow's son is suspected.",fem4YTqIqxjLtwaRRvOdWLPUCs0.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
206,8,23992,Love and Hate in Cabot Cove,"There are three suspects in the murder of a crooked deputy: a CPA, an illegal casino owner and his daughter's jilted lover.",bROpFVls3vOAaAbA5Xudxkw6FZo.jpg,10,2020-12-13 11:40:02,2021-04-21 18:21:48
209,11,23995,Northern Explosion,"In Canada, a land war breaks out between Native Americans and a mining company.",o8yW4xaGdjo7LLFoZNRcj5ApNHY.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
210,12,23996,Proof In The Pudding,"When the chef of a restaurant who recently had over half his stock bought up by a well-known mobster dies, suspicion turns to Jessica's young friend Lorna Thompson, but when the mobster himself dies, Jessica realises there is more than meets the eye to this case.",wUV8vhO9ddCGC6N1BAveUmw7Cxi.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
211,13,23997,Portrait of Death,A piece of sculpture does double duty as a murder weapon.,4eK1rbnYvFOYssYelUaKLRH891d.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
212,14,23998,Deadly Assets,"A mobster is upset when he learns that a petty thief has found an unexpected $900,000.",pRLHbR1t07Zr9PtpOy2ehAcLA3D.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
213,15,23999,Murder on the Thirtieth Floor,Jessica is shocked to learn that her editor has taken a flying leap from his high-rise office.,kDz3Ijp4QMhGiBA1jnAo17tGoRd.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
214,16,24000,Time to Die,"A step-father may have been eliminated by his step-son, a graffiti artist.",317tMunQLOKJgOd8hNLeNi4sMD6.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
215,17,24001,The Dying Game,An old established store has closed for the last time and its accountant won't have to find another job.,jMbDwqSCaCVVZZuFYw5uUu6Dzfq.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
216,18,24002,The Trouble with Seth,Seth vanishes and every one is sure there was foul play.,pR1RT8otHbtJ1l60DufDJZlfrQh.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
217,19,24003,Roadkill,A truck hijacker comes to the end of the road.,okE8oDc1hJzEGnr7G5WLdoQJxHE.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
218,20,24004,A Murderous Muse,The strict mentor of a piano prodigy is found dead.,wCqQIe1g8C76Z1VSCbC7WpcBkPw.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
219,21,24005,Wheel of Death,It is no sleight of hand when the crooked carnival magician is murdered.,763vDJ67Bu2cOqKiYcmme07JDez.jpg,10,2020-12-13 11:40:03,2021-04-21 18:21:48
220,1,23966,A Nest of Vipers,"When Jessica spends some time at a zoo researching her latest novel, she soon gets drawn into a case of murder when the body of Mark Atwater, the fianc̩ of one of the zoo workers, is found murdered (death by snake venom), and another employee is charged with his murder. In the course of her investigation, she soon learns that a number of people had a motive to want Mark dead.",p7gfG9aj9subYsGtTZtOlwGVaZ7.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
222,3,23964,To Kill a Legend,The discovery of an old document may make Cabot Cove rewrite its history.,8cDX6upjl6fkuRyliYhYVq84kIP.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
223,4,23965,Death in Hawaii,"Poor Jessica can't take a vacation without finding mystery or murder. In this case, it is an election campaign gone bad.",1lo4ki5ef7KNRZw3tVyaigJvE0W.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
224,5,23968,Dear Deadly,"While Jessica prepares her book for serialization of her book in a newspaper, real trouble is brewing in the newsroom.",9ccd3sVAFebIBSf1wua1oZRafut.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
226,7,23970,Fatal Paradise,Private investigator Charlie Garrett is in luck when Jessica is in Martinique vacationing at the same time he is accused of murdering the woman he's been trying to locate for a client.,1Oj159XiAvWWXzlxoUrAjcA4Ta4.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
227,8,23971,Crimson Harvest,Jessica investigates two brutal murders at a struggling winery in Sonoma Valley.,3lNeNEmqZW09xOXgGttwvdDOfzc.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
228,9,23972,Murder by Twos,A Cabot Cove resident is killed in Jessica's garage.,31pxHM7mnG6OJ0I1TnG7JPQLfM7.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
229,10,23973,Murder of the Month Club,"Murder, plagiarisim, and blackmail stalk those around Jessica on her promotional book tour.",bARgPWeuHRhdOrIjESsTCviVFuj.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
230,11,23974,An Egg to Die For,A book fair in Miami becomes Jessica's backdrop when she teams with a Russian detective to solve an art theft and murder.,pnWFgJnYVa7kxsn2LuTJ3xFOGS5.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
231,12,23975,The Scent of Murder,Jessica helps Seth solve family problems when his rich southern cousin is murdered.,sVk5euFIjuoNj7u8XMKqoG1cCot.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
232,13,23976,Death 'n Denial,A dear friend's involvement with the theft of a priceless Egyptian relic and a murder birng Jessica to the rescue.,c3P24aIlGrcQk6cERbGYqVrUrGR.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
233,14,23977,Murder in High-C,"Jessica finds herself crime-solving in a highly intense world of opera while in Genoa, Italy.",AbeQpocMajOGcL4kudNLAqwvypX.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
234,15,23978,Twice Dead,"When a brilliant scientist fakes his own death and is then murdered, Jessica sets the record strait when the wrong man is arrested.",17jBjv8j59ytMddXFETDRF98oEJ.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
235,16,23979,Film Flam,Jessica sets out to prove that the death of a young movie buff is murder.,rIntyTAQpSMs7szEZ6axxunPh0v.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
236,17,23980,Murder a la Mode,"Parisian slave-labor sweatshops provide the setting for the crimes, and the pretentious world of fashion is where Jessica solves them.",8MNaF856LB0VWaHlUPC66kOvlV6.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
237,18,23981,The Dream Team,"The townspeople are concerned about a massive development on their shore and it is further complicated for Jessica since the firm employs her nephew, Grady.",qhgS1UFcemYvWvL1c69hW61irCq.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
238,19,23982,School for Murder,It seems that there is more than schoolboy pranks going on between a Cabot Cove prep school and its rival.,6GHpvDo6RGY9pO1FgDOpY7XXAFT.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
239,20,23983,Another Killing in Cork,"While Jessica is enjoying her stay at a fishing lodge in Ireland, she finds out the owner is beset by a consortium that wants to buy his land for a strip mine.",lRPz1YH6e6q3qT7t3YSsMHlqgNO.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
240,21,23984,"Game, Set, Murder",A domineering father forces a teenager to play beyond her desire and she suffers emotional problems.,bOBEQ0wiaWRPs9gA6eI48eWmn51.jpg,11,2020-12-13 11:40:03,2021-04-21 18:21:48
241,1,24007,Nailed,Gossip is rampant in a stylish Fifth Avenue beauty salon where an expert hair-dresser is involved in several intrigues.,2sQsHAXQaN9OEn2UGgALKuWilSi.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
242,2,24008,A Quaking in Aspen,"In Aspen, Colo, Jessica's friend, Laney, seems to be the best suspect in the murder of her husband, Grant Boswell.",aATlurTRjlnJw0VJ1AKcs02fbV1.jpg,12,2020-12-13 11:40:03,2021-04-21 18:21:48
